NetC;Brindisi;;;;
Stat;Torchiarolo-Via Fanin;;;;
Parm;SO2;NO2;NOX;PM10;PM2.5
;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;ug/m3;ug/m3
;;;;;
;;;;;
11/11/20 07:00;1,95;14,27;15,96;;8,57
11/11/20 08:00;1,81;12,29;14,57;20,76;17,89
11/11/20 09:00;1,96;11,64;15,15;;15,23
11/11/20 10:00;1,40;9,43;12,13;29,30;18,99
11/11/20 11:00;2,22;4,96;6,35;;10,66
11/11/20 12:00;1,78;4,12;5,03;28,57;8,36
11/11/20 13:00;2,31;4,81;5,45;;6,72
11/11/20 14:00;2,16;4,16;4,74;14,90;39,48
11/11/20 15:00;2,13;3,73;4,65;;15,15
11/11/20 16:00;2,05;5,05;5,93;8,30;10,21
11/11/20 17:00;2,07;8,67;9,35;;10,25
11/11/20 18:00;0,40;14,05;15,13;11,48;12,70
11/11/20 19:00;1,33;12,81;14,23;;23,41
11/11/20 20:00;1,68;22,71;24,61;26,37;22,62
11/11/20 21:00;2,02;26,82;29,72;;21,27
11/11/20 22:00;1,87;23,64;33,28;20,51;24,96
11/11/20 23:00;2,27;15,49;19,18;;34,93
11/12/20 00:00;1,66;12,51;14,42;28,08;37,49
11/12/20 01:00;;10,33;13,61;;38,40
11/12/20 02:00;1,62;10,71;12,63;35,41;30,22
11/12/20 03:00;1,53;9,75;10,89;;24,91
11/12/20 04:00;1,84;11,78;13,24;35,90;20,84
11/12/20 05:00;1,70;15,64;18,53;;15,84
11/12/20 06:00;2,01;24,43;40,44;32,48;12,15
11/12/20 07:00;1,67;25,83;42,08;;15,72
11/12/20 08:00;2,38;34,36;109,57;27,11;18,83
11/12/20 09:00;1,85;16,16;24,93;;22,35
11/12/20 10:00;1,26;11,33;14,19;32,48;16,30
11/12/20 11:00;1,75;12,49;15,48;;12,69
11/12/20 12:00;2,09;8,99;10,59;25,15;12,24
11/12/20 13:00;2,04;6,17;7,30;;9,67
11/12/20 14:00;2,56;6,10;7,02;13,68;10,20
11/12/20 15:00;2,20;5,85;6,46;;10,92
11/12/20 16:00;2,46;6,00;6,93;11,72;11,78
11/12/20 17:00;1,85;7,58;8,70;;12,70
11/12/20 18:00;2,23;38,08;59,82;14,16;25,65
11/12/20 19:00;1,93;39,84;85,89;;21,24
11/12/20 20:00;2,53;28,84;54,67;33,70;21,66
11/12/20 21:00;2,46;26,97;43,70;;39,94
11/12/20 22:00;1,98;24,06;43,72;43,22;45,50
11/12/20 23:00;1,71;18,59;49,00;;57,92
13/11/2020 00:00;1,61;15,00;27,22;53,24;55,42
13/11/2020 01:00;;12,52;28,13;;53,70
13/11/2020 02:00;1,45;12,48;38,62;63,00;49,20
13/11/2020 03:00;2,36;;;;48,60
13/11/2020 04:00;2,23;20,44;29,72;57,88;40,72
13/11/2020 05:00;2,30;18,75;43,36;;33,54
13/11/2020 06:00;2,25;20,32;60,44;57,88;31,17
13/11/2020 07:00;2,12;21,03;83,92;;27,69
13/11/2020 08:00;2,46;27,28;102,88;46,89;27,98
13/11/2020 09:00;1,94;22,12;36,22;;29,69
13/11/2020 10:00;1,74;10,30;13,13;48,11;17,20
13/11/2020 11:00;1,89;8,45;10,05;;16,99
13/11/2020 12:00;2,14;10,20;12,08;42,00;17,70
13/11/2020 13:00;2,10;8,21;9,36;;12,51
13/11/2020 14:00;2,01;5,97;7,14;21,73;16,22
13/11/2020 15:00;1,58;4,88;5,91;;12,40
13/11/2020 16:00;2,01;3,88;4,60;18,07;10,85
13/11/2020 17:00;1,59;8,08;9,15;;11,33
13/11/2020 18:00;2,16;31,65;45,19;10,26;20,03
13/11/2020 19:00;2,35;45,48;129,82;;37,84
13/11/2020 20:00;2,41;36,18;87,34;42,25;30,00
13/11/2020 21:00;1,56;30,59;56,23;;28,10
13/11/2020 22:00;1,69;24,13;33,73;51,04;50,41
13/11/2020 23:00;2,31;19,04;29,34;;55,75
14/11/2020 00:00;1,98;16,20;23,45;56,90;48,57
14/11/2020 01:00;;11,98;27,56;;52,16
14/11/2020 02:00;1,12;8,65;34,60;59,83;48,12
14/11/2020 03:00;1,68;7,31;45,40;;37,40
14/11/2020 04:00;2,34;6,94;65,80;56,65;39,84
14/11/2020 05:00;2,55;9,84;122,72;;33,53
14/11/2020 06:00;2,11;16,53;71,47;45,42;31,88
14/11/2020 07:00;2,16;21,85;59,78;;25,17
14/11/2020 08:00;2,89;23,47;89,09;47,86;23,61
14/11/2020 09:00;2,04;25,07;45,20;;26,89
14/11/2020 10:00;1,60;9,30;11,75;51,28;24,21
14/11/2020 11:00;1,18;7,47;9,20;;14,61
14/11/2020 12:00;2,37;9,01;9,98;47,37;17,20
14/11/2020 13:00;1,87;6,01;7,22;;14,75
14/11/2020 14:00;1,68;4,08;5,08;24,42;10,76
14/11/2020 15:00;1,76;4,37;5,17;;8,05
14/11/2020 16:00;2,06;5,58;6,65;13,19;8,67
14/11/2020 17:00;1,73;11,66;13,41;;15,73
14/11/2020 18:00;1,63;23,62;30,13;20,51;30,43
14/11/2020 19:00;2,14;32,18;59,92;;21,78
14/11/2020 20:00;1,56;24,77;41,66;40,05;14,72
14/11/2020 21:00;1,25;18,42;39,71;;30,14
14/11/2020 22:00;1,86;17,23;27,49;33,70;34,89
14/11/2020 23:00;1,79;14,11;22,52;;37,24
15/11/2020 00:00;2,16;8,83;11,12;42,49;41,47
15/11/2020 01:00;;9,00;10,83;;53,96
15/11/2020 02:00;2,03;9,02;12,34;46,40;55,54
15/11/2020 03:00;1,45;;;;43,91
15/11/2020 04:00;2,36;9,78;19,57;57,88;40,34
15/11/2020 05:00;1,53;10,53;37,08;;43,15
15/11/2020 06:00;2,38;11,62;48,75;52,99;42,23
15/11/2020 07:00;2,69;10,26;28,64;;38,60
15/11/2020 08:00;2,52;11,66;22,88;50,06;30,01
15/11/2020 09:00;2,33;16,47;22,20;;21,31
15/11/2020 10:00;2,18;15,55;20,00;52,01;14,78
15/11/2020 11:00;2,45;9,50;12,10;;14,54
15/11/2020 12:00;2,43;8,13;9,96;31,99;11,62
15/11/2020 13:00;2,76;6,35;7,51;;16,99
15/11/2020 14:00;2,05;6,03;7,50;16,85;18,59
15/11/2020 15:00;1,89;5,50;6,57;;18,67
15/11/2020 16:00;2,17;5,87;6,99;16,61;18,41
15/11/2020 17:00;2,03;8,98;10,46;;20,20
15/11/2020 18:00;1,03;18,66;21,65;20,76;31,00
15/11/2020 19:00;2,65;27,40;31,82;;34,58
15/11/2020 20:00;3,05;26,67;39,04;42,00;59,91
15/11/2020 21:00;2,76;19,41;45,42;;40,86
15/11/2020 22:00;3,11;15,51;49,34;60,56;28,96
15/11/2020 23:00;2,85;13,21;39,09;;38,27
16/11/2020 00:00;2,65;13,39;24,44;45,18;40,98
16/11/2020 01:00;;12,24;23,83;;44,16
16/11/2020 02:00;2,44;11,22;25,62;44,93;46,48
16/11/2020 03:00;2,00;13,80;19,74;;46,05
16/11/2020 04:00;2,99;11,31;13,58;50,06;36,86
16/11/2020 05:00;3,20;14,96;19,10;;24,46
16/11/2020 06:00;2,70;17,08;20,42;45,42;15,76
16/11/2020 07:00;3,07;24,35;46,58;;15,15
16/11/2020 08:00;3,01;30,11;80,66;32,23;17,09
16/11/2020 09:00;2,16;33,54;58,79;;12,25
16/11/2020 10:00;2,78;17,60;23,27;24,18;17,95
16/11/2020 11:00;1,87;8,09;10,53;;12,13
16/11/2020 12:00;2,49;7,10;9,17;28,82;12,42
16/11/2020 13:00;2,85;5,97;7,35;;13,36
16/11/2020 14:00;3,70;4,15;5,12;15,63;12,95
16/11/2020 15:00;3,14;4,65;5,77;;12,77
16/11/2020 16:00;2,95;5,62;6,43;13,19;10,80
16/11/2020 17:00;3,34;12,07;13,37;;8,87
16/11/2020 18:00;3,75;25,40;28,36;11,48;22,11
16/11/2020 19:00;3,20;25,94;29,95;;38,52
16/11/2020 20:00;3,30;23,40;27,33;29,79;30,63
16/11/2020 21:00;3,39;16,64;19,44;;38,94
16/11/2020 22:00;3,25;11,14;13,14;56,90;27,46
16/11/2020 23:00;4,48;7,11;8,63;;23,51
17/11/2020 00:00;4,52;5,21;6,21;36,63;18,15
17/11/2020 01:00;;3,47;4,43;;8,73
17/11/2020 02:00;4,60;2,91;3,82;31,50;9,34
17/11/2020 03:00;4,35;;;;10,81
17/11/2020 04:00;3,03;2,93;3,73;25,89;10,25
17/11/2020 05:00;3,38;2,27;2,90;;10,10
17/11/2020 06:00;3,60;1,94;2,48;26,86;7,31
17/11/2020 07:00;3,37;2,84;3,53;;6,22
17/11/2020 08:00;3,20;5,72;7,06;16,61;7,14
17/11/2020 09:00;0,67;5,98;7,69;;7,62
17/11/2020 10:00;2,54;5,03;6,51;15,14;7,16
17/11/2020 11:00;2,65;3,30;4,47;;8,57
17/11/2020 12:00;2,31;3,56;4,74;16,36;10,41
17/11/2020 13:00;2,72;4,71;7,26;;11,48
17/11/2020 14:00;3,07;3,74;5,18;9,77;14,69
17/11/2020 15:00;2,86;2,49;3,30;;15,30
17/11/2020 16:00;2,87;3,14;4,04;6,84;13,22
17/11/2020 17:00;2,91;4,66;5,94;;14,89
17/11/2020 18:00;2,54;4,26;5,30;14,41;17,09
17/11/2020 19:00;2,63;4,95;6,12;;17,18
17/11/2020 20:00;2,39;3,01;3,93;59,83;17,39
17/11/2020 21:00;2,62;2,52;3,54;;13,56
17/11/2020 22:00;2,17;4,10;5,30;47,37;11,06
17/11/2020 23:00;2,47;3,49;4,38;;10,96
18/11/2020 00:00;1,94;2,02;2,80;26,13;13,31
18/11/2020 01:00;;1,76;2,28;;10,87
18/11/2020 02:00;2,19;1,82;2,14;41,76;9,89
18/11/2020 03:00;1,37;1,83;2,65;;7,49
18/11/2020 04:00;1,66;2,29;3,19;28,57;7,80
18/11/2020 05:00;1,92;2,43;3,55;;9,00
18/11/2020 06:00;1,80;2,69;3,36;21,49;9,20
18/11/2020 07:00;0,69;8,18;12,00;;7,91
18/11/2020 08:00;1,04;22,21;63,72;11,97;7,80
18/11/2020 09:00;2,41;27,56;47,62;;9,87
18/11/2020 10:00;2,24;5,28;7,23;9,77;15,24
18/11/2020 11:00;1,89;3,02;4,68;;20,04
18/11/2020 12:00;2,36;3,33;4,74;5,86;10,61
18/11/2020 13:00;2,25;3,59;4,30;;19,78
18/11/2020 14:00;2,76;4,27;5,53;4,40;18,21
18/11/2020 15:00;2,74;3,92;4,61;;15,91
18/11/2020 16:00;2,61;4,66;5,65;6,35;16,88
18/11/2020 17:00;2,78;3,18;4,06;;18,14
18/11/2020 18:00;2,34;3,79;4,91;15,87;17,33
18/11/2020 19:00;2,05;4,15;4,88;;13,55
18/11/2020 20:00;2,60;3,38;4,27;18,07;10,56
18/11/2020 21:00;2,07;2,07;2,55;;8,82
18/11/2020 22:00;2,25;2,20;2,94;16,85;10,10
18/11/2020 23:00;2,06;2,87;3,70;;13,97
19/11/2020 00:00;1,58;5,26;6,15;22,71;14,94
19/11/2020 01:00;;5,84;6,66;;15,28
19/11/2020 02:00;1,69;6,11;7,39;21,00;7,91
19/11/2020 03:00;2,20;;;;7,44
19/11/2020 04:00;2,36;15,98;19,10;27,35;7,77
19/11/2020 05:00;0,88;15,13;18,15;;9,21
19/11/2020 06:00;2,22;18,29;22,67;14,90;10,25
19/11/2020 07:00;2,49;19,60;24,58;;8,87
19/11/2020 08:00;2,08;17,09;22,99;13,92;10,61
19/11/2020 09:00;2,28;12,54;17,15;;12,52
19/11/2020 10:00;2,09;8,17;10,89;21,25;8,51
19/11/2020 11:00;2,75;3,59;4,87;;15,30
19/11/2020 12:00;2,07;3,15;4,25;11,72;9,69
19/11/2020 13:00;2,84;3,78;4,86;;7,85
19/11/2020 14:00;3,05;4,13;5,18;6,59;8,19
19/11/2020 15:00;2,34;3,31;4,02;;9,28
19/11/2020 16:00;2,48;3,56;4,56;4,15;8,97
19/11/2020 17:00;3,07;7,87;10,27;;8,62
19/11/2020 18:00;3,29;40,80;58,60;9,52;12,65
19/11/2020 19:00;2,90;21,51;23,28;;15,76
19/11/2020 20:00;1,80;19,88;22,87;16,36;26,67
19/11/2020 21:00;3,20;26,48;56,07;;30,55
19/11/2020 22:00;2,93;20,15;60,35;23,44;32,95
19/11/2020 23:00;2,84;17,39;38,39;;47,63
20/11/2020 00:00;3,24;13,75;23,11;39,07;35,19
20/11/2020 01:00;;10,80;22,12;;34,42
20/11/2020 02:00;2,64;9,51;40,15;42,25;28,76
20/11/2020 03:00;3,29;10,47;40,74;;27,29
20/11/2020 04:00;4,05;12,09;71,31;34,68;19,84
20/11/2020 05:00;3,95;11,84;91,50;;19,39
20/11/2020 06:00;3,25;10,71;84,09;29,79;14,54
20/11/2020 07:00;3,97;16,31;81,88;;11,42
20/11/2020 08:00;4,92;22,49;138,75;27,59;7,96
20/11/2020 09:00;4,64;29,12;126,68;;12,70
20/11/2020 10:00;4,52;27,13;56,93;28,57;19,12
20/11/2020 11:00;4,00;5,67;7,09;;12,55
20/11/2020 12:00;4,36;5,28;6,41;22,47;14,33
20/11/2020 13:00;4,25;7,09;9,15;;9,64
20/11/2020 14:00;4,26;3,11;3,83;16,36;7,83
20/11/2020 15:00;4,26;4,49;5,38;;10,71
20/11/2020 16:00;4,19;6,18;7,33;12,94;12,08
20/11/2020 17:00;2,80;7,37;8,38;;11,22
20/11/2020 18:00;3,30;22,05;29,05;10,50;18,66
20/11/2020 19:00;4,21;12,47;14,48;;30,65
20/11/2020 20:00;3,92;20,41;25,23;21,00;38,83
20/11/2020 21:00;4,64;34,10;69,15;;41,36
20/11/2020 22:00;3,78;17,16;34,99;36,14;37,25
20/11/2020 23:00;3,48;7,41;8,97;;17,28
21/11/2020 00:00;3,41;3,72;4,27;40,29;18,82
21/11/2020 01:00;;3,31;4,13;;11,75
21/11/2020 02:00;3,26;3,25;3,99;30,53;9,59
21/11/2020 03:00;3,40;;;;7,20
