Stat;EN03;;;;;;
Parm;PM10;NOX;NO;NO2;CO;;
Unit;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;;
11/10/20 22:00;4;6,01;0,72;4,90;0,32;;
11/10/20 23:00;4;8,02;0,81;6,77;0,33;;
12/10/20 00:00;4;6,82;0,77;5,64;0,32;;
12/10/20 01:00;;5,75;0,70;4,68;0,28;;
12/10/20 02:00;;6,43;0,69;5,37;0,25;;
12/10/20 03:00;;4,40;0,66;3,38;0,26;;
12/10/20 04:00;;10,71;0,72;9,60;0,28;;
12/10/20 05:00;;8,79;0,74;7,66;0,30;;
12/10/20 06:00;;12,43;1,43;10,23;0,31;;
12/10/20 07:00;;47,83;6,28;38,21;0,40;;
12/10/20 08:00;;45,01;7,14;34,07;0,46;;
12/10/20 09:00;;40,74;7,03;29,96;0,41;;
12/10/20 10:00;;18,28;2,98;13,71;0,36;;
12/10/20 11:00;;15,73;2,50;11,91;;;
12/10/20 12:00;;26,14;3,79;20,33;0,34;;
12/10/20 13:00;;69,76;13,33;49,34;0,36;;
12/10/20 14:00;;53,07;8,99;39,30;0,39;;
12/10/20 15:00;;33,18;3,24;28,22;0,39;;
12/10/20 16:00;;22,03;1,83;19,23;0,40;;
12/10/20 17:00;;18,24;1,42;16,06;0,41;;
12/10/20 18:00;;20,45;1,79;17,71;0,41;;
12/10/20 19:00;;29,37;2,68;25,25;0,42;;
12/10/20 20:00;;26,44;2,48;22,65;0,39;;
12/10/20 21:00;;15,36;1,25;13,45;0,35;;
12/10/20 22:00;;11,15;0,95;9,70;0,33;;
12/10/20 23:00;;7,87;0,85;6,57;0,32;;
13/10/20 00:00;;7,43;0,76;6,27;0,32;;
13/10/20 01:00;;6,96;0,69;5,90;0,33;;
13/10/20 02:00;;6,73;0,66;5,72;0,33;;
13/10/20 03:00;;7,47;0,70;6,39;0,33;;
13/10/20 04:00;;8,32;0,87;6,99;0,33;;
13/10/20 05:00;;13,44;2,21;10,07;0,32;;
13/10/20 06:00;;23,40;3,16;18,56;0,33;;
13/10/20 07:00;;34,68;6,26;25,08;0,36;;
13/10/20 08:00;;40,71;8,96;26,98;0,39;;
13/10/20 09:00;;29,85;6,06;20,56;0,36;;
13/10/20 10:00;;27,01;5,36;18,79;;;
13/10/20 11:00;;23,26;4,76;15,97;0,34;;
13/10/20 12:00;;22,92;4,66;15,76;0,33;;
13/10/20 13:00;;26,27;5,29;18,18;0,35;;
13/10/20 14:00;;31,84;5,60;23,26;0,35;;
13/10/20 15:00;;37,89;6,31;28,21;0,36;;
13/10/20 16:00;;33,64;3,41;28,42;0,36;;
13/10/20 17:00;;19,18;1,52;16,85;0,41;;
13/10/20 18:00;;15,85;1,00;14,32;0,40;;
13/10/20 19:00;;18,32;1,13;16,58;0,41;;
13/10/20 20:00;;17,78;1,10;16,09;0,43;;
13/10/20 21:00;;14,33;0,91;12,94;0,39;;
13/10/20 22:00;;11,05;0,73;9,93;0,37;;
13/10/20 23:00;;14,45;0,89;13,07;0,37;;
14/10/20 00:00;;11,80;0,81;10,56;0,36;;
14/10/20 01:00;4;8,70;0,88;7,36;0,34;;
14/10/20 02:00;4;6,63;0,63;5,67;0,33;;
14/10/20 03:00;4;5,61;0,57;4,73;0,32;;
14/10/20 04:00;4;5,78;0,66;4,76;0,32;;
14/10/20 05:00;4;15,57;1,93;12,61;0,34;;
14/10/20 06:00;4;9,69;0,93;8,26;0,35;;
14/10/20 07:00;4;20,17;2,69;16,04;0,39;;
14/10/20 08:00;4;23,40;4,43;16,60;0,41;;
14/10/20 09:00;4;17,07;2,33;13,49;;;
14/10/20 10:00;4;13,10;1,98;10,06;0,36;;
14/10/20 11:00;4;10,13;1,56;7,74;0,35;;
14/10/20 12:00;4;9,74;1,50;7,44;0,35;;
14/10/20 13:00;4;10,83;1,78;8,09;0,36;;
14/10/20 14:00;4;7,78;1,19;6,01;0,33;;
14/10/20 15:00;4;6,99;0,91;5,58;0,33;;
14/10/20 16:00;4;8,77;1,09;7,10;0,34;;
14/10/20 17:00;4;9,18;0,88;7,84;0,35;;
14/10/20 18:00;4;13,31;1,07;11,68;0,38;;
14/10/20 19:00;4;12,53;0,97;11,05;0,37;;
14/10/20 20:00;4;14,19;1,13;12,46;0,39;;
14/10/20 21:00;4;13,10;0,71;12,01;0,38;;
14/10/20 22:00;4;9,75;0,64;8,77;0,37;;
14/10/20 23:00;4;7,51;0,61;6,58;0,35;;
15/10/20 00:00;4;7,51;0,64;6,53;0,35;;
15/10/20 01:00;;8,09;0,61;7,16;0,37;;
15/10/20 02:00;;5,36;0,53;4,55;0,35;;
15/10/20 03:00;;4,37;0,52;3,57;0,33;;
15/10/20 04:00;;4,37;0,51;3,58;0,33;;
15/10/20 05:00;;4,29;0,53;3,48;0,33;;
15/10/20 06:00;;;;;;;
15/10/20 07:00;;8,32;1,01;6,77;0,36;;
15/10/20 08:00;;11,34;1,43;9,15;0,38;;
15/10/20 09:00;;10,08;1,25;8,16;0,37;;
15/10/20 10:00;;9,37;1,08;7,71;0,36;;
15/10/20 11:00;;7,99;1,11;6,28;0,36;;
15/10/20 12:00;;6,93;1,05;5,31;0,35;;
15/10/20 13:00;;8,96;1,41;6,79;0,36;;
15/10/20 14:00;;6,42;0,98;4,92;0,36;;
15/10/20 15:00;;6,19;0,86;4,88;0,36;;
15/10/20 16:00;;8,31;0,92;6,90;0,38;;
15/10/20 17:00;;10,95;1,18;9,15;0,39;;
15/10/20 18:00;;19,31;1,59;16,87;0,43;;
15/10/20 19:00;;23,96;2,09;20,75;0,44;;
15/10/20 20:00;;24,87;2,06;21,71;0,42;;
15/10/20 21:00;;23,47;1,42;21,29;0,40;;
15/10/20 22:00;;17,01;1,36;14,92;0,39;;
15/10/20 23:00;;9,12;0,88;7,77;0,34;;
16/10/20 00:00;;7,60;0,73;6,49;0,33;;
16/10/20 01:00;7;7,70;0,62;6,75;0,32;;
16/10/20 02:00;7;4,64;0,53;3,83;0,30;;
16/10/20 03:00;7;3,73;0,25;2,98;0,30;;
16/10/20 04:00;7;4,67;0,54;3,85;0,31;;
16/10/20 05:00;7;19,99;2,95;15,47;0,33;;
16/10/20 06:00;7;43,16;8,85;29,59;0,37;;
16/10/20 07:00;7;80,07;23,81;43,56;;;
16/10/20 08:00;7;90,41;28,79;46,27;0,65;;
16/10/20 09:00;7;39,27;8,15;26,77;0,45;;
16/10/20 10:00;7;18,61;3,00;14,01;0,38;;
16/10/20 11:00;7;17,32;2,83;12,98;0,37;;
16/10/20 12:00;7;17,91;3,40;12,72;0,36;;
16/10/20 13:00;7;32,75;4,29;26,18;0,38;;
16/10/20 14:00;7;42,35;5,52;33,89;0,38;;
16/10/20 15:00;7;23,52;3,21;18,59;0,37;;
16/10/20 16:00;7;26,38;1,90;23,47;0,39;;
16/10/20 17:00;7;13,77;1,19;11,94;0,38;;
16/10/20 18:00;7;35,13;4,32;28,50;0,43;;
16/10/20 19:00;7;29,40;2,19;26,04;0,41;;
16/10/20 20:00;7;28,09;1,84;25,27;0,42;;
16/10/20 21:00;7;17,38;0,94;15,94;0,43;;
16/10/20 22:00;7;14,52;1,23;12,64;0,38;;
16/10/20 23:00;7;12,14;0,88;10,78;0,37;;
17/10/20 00:00;7;10,12;0,76;8,96;0,34;;
17/10/20 01:00;16;6,49;0,65;5,50;0,32;;
17/10/20 02:00;16;5,60;0,56;4,73;0,32;;
17/10/20 03:00;16;5,16;0,56;4,30;0,31;;
17/10/20 04:00;16;6,02;0,60;5,10;0,32;;
17/10/20 05:00;16;19,86;3,25;14,88;0,33;;
17/10/20 06:00;16;18,06;2,28;14,57;;;
17/10/20 07:00;16;45,74;10,08;30,29;0,39;;
17/10/20 08:00;16;39,08;7,20;28,03;0,46;;
17/10/20 09:00;16;52,87;12,89;33,10;0,53;;
17/10/20 10:00;16;28,49;4,82;21,10;0,44;;
17/10/20 11:00;16;18,26;3,00;13,66;0,38;;
17/10/20 12:00;16;22,39;3,81;16,66;0,39;;
17/10/20 13:00;16;23,27;3,51;17,89;0,38;;
17/10/20 14:00;16;17,74;2,24;14,30;0,37;;
17/10/20 15:00;16;13,51;1,57;11,10;0,36;;
17/10/20 16:00;16;15,81;1,28;13,86;0,37;;
17/10/20 17:00;16;17,13;1,02;15,56;0,37;;
17/10/20 18:00;16;26,32;0,89;24,96;0,42;;
17/10/20 19:00;16;29,35;0,91;27,94;0,47;;
17/10/20 20:00;16;54,36;5,33;46,19;0,49;;
17/10/20 21:00;16;21,50;0,81;20,25;0,42;;
17/10/20 22:00;16;24,58;1,61;22,11;0,48;;
17/10/20 23:00;16;20,56;1,03;18,98;0,48;;
18/10/20 00:00;16;25,79;1,16;24,01;0,47;;
18/10/20 01:00;17;18,80;1,16;17,02;0,42;;
18/10/20 02:00;17;9,73;0,67;8,71;0,38;;
18/10/20 03:00;17;7,62;0,63;6,65;0,39;;
18/10/20 04:00;17;6,86;0,61;5,92;0,38;;
18/10/20 05:00;17;7,82;0,68;6,78;;;
18/10/20 06:00;17;10,77;0,92;9,35;0,38;;
18/10/20 07:00;17;13,07;1,30;11,08;0,40;;
18/10/20 08:00;17;19,35;3,28;14,33;0,44;;
18/10/20 09:00;17;16,20;2,48;12,40;0,44;;
18/10/20 10:00;17;18,02;2,70;13,88;0,43;;
18/10/20 11:00;17;16,12;2,14;12,84;0,41;;
18/10/20 12:00;17;14,95;2,26;11,49;0,41;;
18/10/20 13:00;17;16,20;2,40;12,52;0,41;;
18/10/20 14:00;17;8,69;1,10;6,99;0,40;;
18/10/20 15:00;17;8,57;1,05;6,96;0,39;;
18/10/20 16:00;17;10,81;1,23;8,93;0,39;;
18/10/20 17:00;17;16,96;1,14;15,21;0,39;;
18/10/20 18:00;17;48,04;2,74;43,85;0,43;;
18/10/20 19:00;17;56,55;3,52;51,15;0,53;;
18/10/20 20:00;17;41,72;2,48;37,91;0,52;;
18/10/20 21:00;17;33,66;2,28;30,16;0,48;;
18/10/20 22:00;17;29,44;2,21;26,05;0,49;;
18/10/20 23:00;17;21,52;1,18;19,71;0,44;;
19/10/20 00:00;17;13,48;0,80;12,25;0,41;;
19/10/20 01:00;18;10,92;0,66;9,90;0,41;;
19/10/20 02:00;18;8,05;0,61;7,11;0,40;;
19/10/20 03:00;18;5,47;0,57;4,59;0,38;;
19/10/20 04:00;18;5,43;0,58;4,55;;;
19/10/20 05:00;18;9,38;1,04;7,78;0,38;;
19/10/20 06:00;18;16,14;1,41;13,98;0,40;;
19/10/20 07:00;18;47,10;9,42;32,66;0,49;;
19/10/20 08:00;18;53,19;10,71;36,77;0,50;;
19/10/20 09:00;18;50,68;10,37;34,76;0,52;;
19/10/20 10:00;18;35,27;6,84;24,78;0,45;;
19/10/20 11:00;18;39,83;8,71;26,49;0,46;;
19/10/20 12:00;18;35,62;7,72;23,78;0,45;;
19/10/20 13:00;18;32,01;6,23;22,46;0,46;;
19/10/20 14:00;18;27,42;4,87;19,95;0,44;;
19/10/20 15:00;18;24,97;3,83;19,11;0,42;;
19/10/20 16:00;18;29,84;4,00;23,71;0,43;;
19/10/20 17:00;18;53,11;6,66;42,90;0,46;;
19/10/20 18:00;18;99,52;17,14;73,24;0,53;;
19/10/20 19:00;18;112,80;23,75;76,38;0,65;;
19/10/20 20:00;18;97,31;23,78;60,85;0,69;;
19/10/20 21:00;18;55,92;9,96;40,65;0,62;;
19/10/20 22:00;18;23,62;2,33;20,05;0,50;;
19/10/20 23:00;18;17,36;1,17;15,57;0,47;;
20/10/20 00:00;18;13,27;1,00;11,73;0,44;;
20/10/20 01:00;18;10,71;0,77;9,53;0,41;;
20/10/20 02:00;18;5,74;0,68;4,69;0,38;;
20/10/20 03:00;18;5,67;0,79;4,45;;;
20/10/20 04:00;18;7,86;0,70;6,78;0,39;;
20/10/20 05:00;18;35,16;7,54;23,62;0,43;;
20/10/20 06:00;18;47,17;10,14;31,63;0,48;;
20/10/20 07:00;18;139,35;54,49;55,82;0,70;;
20/10/20 08:00;18;123,01;44,89;54,16;0,72;;
20/10/20 09:00;18;67,17;14,71;44,62;0,58;;
20/10/20 10:00;18;38,34;6,05;29,06;0,51;;
20/10/20 11:00;18;31,18;5,25;23,13;0,44;;
20/10/20 12:00;18;30,20;5,08;22,42;0,43;;
20/10/20 13:00;18;33,53;5,83;24,59;0,45;;
20/10/20 14:00;18;25,75;3,96;19,67;0,43;;
20/10/20 15:00;18;26,15;3,79;20,34;0,44;;
20/10/20 16:00;18;31,14;3,84;25,25;0,45;;
20/10/20 17:00;18;52,50;5,64;43,84;0,49;;
20/10/20 18:00;18;77,04;7,12;66,11;0,54;;
20/10/20 19:00;18;101,52;19,58;71,49;0,71;;
20/10/20 20:00;18;65,39;10,24;49,69;0,67;;
20/10/20 21:00;18;54,59;7,61;42,92;0,60;;
20/10/20 22:00;18;24,92;2,02;21,83;0,52;;
20/10/20 23:00;18;14,87;1,46;12,63;0,45;;
21/10/20 00:00;18;11,32;1,02;9,76;0,43;;
21/10/20 01:00;18;6,48;0,65;5,48;0,40;;
21/10/20 02:00;18;5,97;0,62;5,02;0,40;;
21/10/20 03:00;18;5,97;0,72;4,86;0,39;;
21/10/20 04:00;18;6,11;0,66;5,09;0,40;;
21/10/20 05:00;18;16,21;1,68;13,63;0,45;;
21/10/20 06:00;18;26,95;4,55;19,97;0,48;;
21/10/20 07:00;18;69,73;19,75;39,45;0,63;;
21/10/20 08:00;18;88,65;27,41;46,62;0,81;;
21/10/20 09:00;18;63,10;15,00;40,10;0,78;;
21/10/20 10:00;18;21,76;2,33;18,19;0,46;;
21/10/20 11:00;18;11,35;1,30;9,35;0,42;;
21/10/20 12:00;18;10,88;1,35;8,81;0,47;;
21/10/20 13:00;18;12,17;1,51;9,85;0,43;;
21/10/20 14:00;18;23,53;2,98;18,97;0,47;;
21/10/20 15:00;18;23,50;2,80;19,21;0,46;;
21/10/20 16:00;18;24,06;2,30;20,53;0,46;;
21/10/20 17:00;18;26,16;1,58;23,74;0,47;;
21/10/20 18:00;18;31,49;1,16;29,71;0,53;;
21/10/20 19:00;18;40,29;1,75;37,62;0,61;;
21/10/20 20:00;18;55,14;7,54;43,57;0,67;;
21/10/20 21:00;18;48,29;6,79;37,89;0,66;;
21/10/20 22:00;18;38,92;5,69;30,19;0,58;;
21/10/20 23:00;18;16,44;1,16;14,66;0,49;;
22/10/20 00:00;18;16,55;1,47;14,30;0,45;;
22/10/20 01:00;24;19,77;1,02;18,20;;;
22/10/20 02:00;24;17,68;0,91;16,28;0,40;;
22/10/20 03:00;24;9,56;0,66;8,55;0,38;;
22/10/20 04:00;24;8,88;0,69;7,82;0,37;;
22/10/20 05:00;24;25,08;3,82;19,22;0,39;;
22/10/20 06:00;24;30,47;4,43;23,68;0,43;;
22/10/20 07:00;24;98,24;30,67;51,21;0,65;;
22/10/20 08:00;24;114,26;41,37;50,84;0,74;;
22/10/20 09:00;24;84,07;20,89;52,04;0,68;;
22/10/20 10:00;24;48,73;8,08;36,35;0,59;;
22/10/20 11:00;24;36,58;5,50;28,13;0,53;;
22/10/20 12:00;24;33,35;5,07;25,56;0,52;;
22/10/20 13:00;24;29,18;3,81;23,34;0,52;;
22/10/20 14:00;24;21,52;2,25;18,07;0,50;;
22/10/20 15:00;24;24,12;2,34;20,56;0,50;;
22/10/20 16:00;24;31,45;2,24;27,98;0,52;;
22/10/20 17:00;24;51,96;2,15;48,65;0,57;;
22/10/20 18:00;24;91,02;5,03;83,30;0,65;;
22/10/20 19:00;24;168,37;49,91;91,85;0,97;;
22/10/20 20:00;24;88,86;19,08;59,58;0,84;;
22/10/20 21:00;24;71,00;14,91;48,14;0,79;;
22/10/20 22:00;24;37,38;2,72;33,20;0,67;;
22/10/20 23:00;24;28,50;2,34;24,91;0,66;;
23/10/20 00:00;24;19,25;1,29;17,27;;;
23/10/20 01:00;28;12,68;0,91;11,29;0,52;;
23/10/20 02:00;28;11,58;0,73;10,47;0,48;;
23/10/20 03:00;28;10,17;0,69;9,12;0,45;;
23/10/20 04:00;28;10,33;0,70;9,25;0,45;;
23/10/20 05:00;28;18,41;1,98;15,40;0,48;;
23/10/20 06:00;28;34,78;5,92;25,71;0,57;;
23/10/20 07:00;28;97,18;32,64;47,14;0,75;;
23/10/20 08:00;28;142,67;55,92;56,92;0,84;;
23/10/20 09:00;28;148,01;47,22;75,60;0,85;;
23/10/20 10:00;28;60,17;8,76;46,73;0,63;;
23/10/20 11:00;28;42,28;5,31;34,14;0,62;;
23/10/20 12:00;28;38,00;4,70;30,79;0,60;;
23/10/20 13:00;28;41,04;5,24;33,00;0,62;;
23/10/20 14:00;28;37,98;4,04;31,79;0,59;;
23/10/20 15:00;28;24,44;2,14;21,15;0,56;;
23/10/20 16:00;28;20,58;1,45;18,35;0,53;;
23/10/20 17:00;28;30,12;1,04;28,53;0,55;;
23/10/20 18:00;28;29,44;0,82;28,19;0,62;;
23/10/20 19:00;28;37,80;1,09;36,13;0,69;;
23/10/20 20:00;28;58,91;3,35;53,78;0,82;;
23/10/20 21:00;28;103,45;24,35;66,10;0,91;;
23/10/20 22:00;28;74,89;14,30;52,96;0,78;;
23/10/20 23:00;28;45,88;5,51;37,44;;;
24/10/20 00:00;28;49,32;8,50;36,29;0,78;;
24/10/20 01:00;13;30,55;2,88;26,13;0,66;;
24/10/20 02:00;13;18,19;1,27;16,24;0,59;;
24/10/20 03:00;13;14,98;1,17;13,19;0,56;;
24/10/20 04:00;13;11,16;0,82;9,90;0,53;;
24/10/20 05:00;13;22,89;2,28;19,39;0,51;;
24/10/20 06:00;13;39,94;7,48;28,47;0,61;;
24/10/20 07:00;13;71,06;16,43;45,87;0,70;;
24/10/20 08:00;13;75,24;17,63;48,22;0,71;;
24/10/20 09:00;13;66,52;15,70;42,45;0,77;;
24/10/20 10:00;13;66,14;11,43;48,61;0,74;;
24/10/20 11:00;13;45,34;5,08;37,55;0,65;;
24/10/20 12:00;13;29,93;3,46;24,63;0,57;;
24/10/20 13:00;13;34,02;3,95;27,97;0,58;;
24/10/20 14:00;13;25,69;2,49;21,87;0,55;;
24/10/20 15:00;13;22,17;1,84;19,34;0,54;;
24/10/20 16:00;13;22,39;1,44;20,19;0,55;;
24/10/20 17:00;13;21,86;2,21;18,47;0,57;;
24/10/20 18:00;13;20,38;1,60;17,92;0,57;;
24/10/20 19:00;13;20,46;1,35;18,39;0,58;;
24/10/20 20:00;13;18,34;1,17;16,54;0,62;;
24/10/20 21:00;13;15,54;1,09;13,86;0,63;;
24/10/20 22:00;13;13,15;0,99;11,63;;;
24/10/20 23:00;13;11,96;0,99;10,44;0,61;;
25/10/20 00:00;13;13,67;1,28;11,72;0,60;;
25/10/20 01:00;4;14,15;1,34;12,10;0,58;;
25/10/20 02:00;4;13,80;1,33;11,77;0,55;;
25/10/20 03:00;4;8,43;0,74;7,30;0,50;;
25/10/20 04:00;4;6,27;0,68;5,23;0,48;;
25/10/20 05:00;4;6,13;0,70;5,05;0,47;;
25/10/20 06:00;4;7,56;0,88;6,22;0,49;;
25/10/20 07:00;4;8,99;0,92;7,58;0,50;;
25/10/20 08:00;4;9,72;1,37;7,63;0,51;;
25/10/20 09:00;4;14,07;2,14;10,78;0,54;;
25/10/20 10:00;4;16,30;2,59;12,33;0,49;;
25/10/20 11:00;4;17,15;2,92;12,67;0,48;;
25/10/20 12:00;4;15,99;2,53;12,11;0,48;;
25/10/20 13:00;4;13,78;2,05;10,64;0,49;;
25/10/20 14:00;4;12,97;1,83;10,16;0,48;;
25/10/20 15:00;4;10,92;1,52;8,59;0,48;;
25/10/20 16:00;4;10,32;1,08;8,66;0,47;;
25/10/20 17:00;4;12,89;0,80;11,66;0,48;;
25/10/20 18:00;4;22,06;1,18;20,24;0,57;;
25/10/20 19:00;4;31,76;3,14;26,95;0,67;;
25/10/20 20:00;4;30,19;3,90;24,20;0,67;;
25/10/20 21:00;4;21,27;2,61;17,27;;;
25/10/20 22:00;4;23,30;2,05;20,15;0,61;;
25/10/20 23:00;4;18,83;2,13;15,57;0,57;;
26/10/20 00:00;4;14,43;1,31;12,42;0,52;;
26/10/20 01:00;3;11,44;1,28;9,47;0,49;;
26/10/20 02:00;3;8,48;1,12;6,76;0,48;;
26/10/20 03:00;3;4,88;0,65;3,88;0,46;;
26/10/20 04:00;3;5,41;0,67;4,39;0,46;;
26/10/20 05:00;3;7,15;0,82;5,89;0,47;;
26/10/20 06:00;3;16,65;2,74;12,45;0,49;;
26/10/20 07:00;3;42,54;8,96;28,81;0,63;;
26/10/20 08:00;3;90,95;30,85;43,67;0,76;;
26/10/20 09:00;3;69,80;20,83;37,87;0,78;;
26/10/20 10:00;3;23,26;3,36;18,11;0,56;;
26/10/20 11:00;3;16,84;2,42;13,13;0,54;;
26/10/20 12:00;3;14,99;2,04;11,86;0,52;;
26/10/20 13:00;3;11,71;1,48;9,45;0,53;;
26/10/20 14:00;3;13,55;1,85;10,71;0,52;;
26/10/20 15:00;3;10,80;1,31;8,79;0,50;;
26/10/20 16:00;3;10,47;1,17;8,68;0,52;;
26/10/20 17:00;3;14,08;1,07;12,44;0,54;;
26/10/20 18:00;3;13,39;1,15;11,62;0,55;;
26/10/20 19:00;3;10,47;1,08;8,81;0,55;;
26/10/20 20:00;3;10,12;1,07;8,48;;;
26/10/20 21:00;3;11,12;1,00;9,58;0,56;;
26/10/20 22:00;3;13,69;1,04;12,10;0,56;;
26/10/20 23:00;3;12,54;1,07;10,89;0,54;;
27/10/20 00:00;3;10,61;0,91;9,21;0,51;;
27/10/20 01:00;8;8,01;0,91;6,61;0,48;;
27/10/20 02:00;8;5,68;0,63;4,72;0,46;;
27/10/20 03:00;8;4,63;0,63;3,67;0,46;;
27/10/20 04:00;8;4,13;0,61;3,19;0,45;;
27/10/20 05:00;8;6,35;0,62;5,40;0,45;;
27/10/20 06:00;8;10,37;0,78;9,18;0,50;;
27/10/20 07:00;8;13,91;1,54;11,56;0,51;;
27/10/20 08:00;8;15,64;1,83;12,83;0,56;;
27/10/20 09:00;8;17,42;2,63;13,39;0,54;;
27/10/20 10:00;8;14,58;2,08;11,40;0,56;;
27/10/20 11:00;8;10,20;1,41;8,03;0,53;;
27/10/20 12:00;8;10,87;1,52;8,53;0,55;;
27/10/20 13:00;8;10,69;1,30;8,70;0,53;;
27/10/20 14:00;8;24,18;4,02;18,02;0,55;;
27/10/20 15:00;8;43,92;7,27;32,77;0,58;;
27/10/20 16:00;8;54,00;8,69;40,67;0,56;;
27/10/20 17:00;8;50,16;6,58;40,08;0,57;;
27/10/20 18:00;8;55,90;6,78;45,51;0,59;;
27/10/20 19:00;8;60,21;7,71;48,38;;;
27/10/20 20:00;8;70,38;11,67;52,48;0,67;;
27/10/20 21:00;8;43,38;5,17;35,46;0,66;;
27/10/20 22:00;8;33,20;3,34;28,07;0,63;;
27/10/20 23:00;8;18,28;0,98;16,79;0,55;;
28/10/20 00:00;8;12,18;0,86;10,86;0,52;;
28/10/20 01:00;14;8,81;0,80;7,58;0,51;;
28/10/20 02:00;14;6,91;0,70;5,84;0,50;;
28/10/20 03:00;14;7,74;0,74;6,61;0,52;;
28/10/20 04:00;14;7,71;0,71;6,63;0,52;;
28/10/20 05:00;14;6,73;0,70;5,65;0,52;;
28/10/20 06:00;14;12,68;1,33;10,65;0,54;;
28/10/20 07:00;14;20,83;2,03;17,72;0,55;;
28/10/20 08:00;14;37,84;6,86;27,33;0,60;;
28/10/20 09:00;14;67,08;15,25;43,70;0,62;;
28/10/20 10:00;14;37,80;6,16;28,36;0,57;;
28/10/20 11:00;14;28,79;5,93;19,69;0,54;;
28/10/20 12:00;14;32,29;6,50;22,33;0,55;;
28/10/20 13:00;14;31,04;5,33;22,87;0,55;;
28/10/20 14:00;14;32,30;5,68;23,59;0,57;;
28/10/20 15:00;14;29,10;5,31;20,95;0,54;;
28/10/20 16:00;14;31,36;5,22;23,36;0,54;;
28/10/20 17:00;14;32,66;4,07;26,42;0,54;;
28/10/20 18:00;14;33,35;3,88;27,40;0,56;;
28/10/20 19:00;14;34,55;3,24;29,58;0,58;;
28/10/20 20:00;14;28,15;2,10;24,93;0,56;;
28/10/20 21:00;14;23,42;1,65;20,88;0,57;;
28/10/20 22:00;14;15,62;1,09;13,94;0,55;;
28/10/20 23:00;14;12,71;0,78;11,52;0,54;;
29/10/20 00:00;14;9,87;0,69;8,81;0,54;;
29/10/20 01:00;18;9,51;0,63;8,55;0,53;;
29/10/20 02:00;18;7,84;0,65;6,85;0,51;;
29/10/20 03:00;18;7,02;0,60;6,11;0,51;;
29/10/20 04:00;18;8,48;0,62;7,52;0,51;;
29/10/20 05:00;18;6,73;0,59;5,82;0,50;;
29/10/20 06:00;18;13,60;1,19;11,77;0,52;;
29/10/20 07:00;18;33,52;3,16;28,68;0,56;;
29/10/20 08:00;18;47,92;9,69;33,07;0,60;;
29/10/20 09:00;18;51,72;11,74;33,71;0,63;;
29/10/20 10:00;18;32,32;6,29;22,66;0,57;;
29/10/20 11:00;18;27,05;5,26;18,98;0,55;;
29/10/20 12:00;18;36,00;8,27;23,33;0,56;;
29/10/20 13:00;18;46,77;10,01;31,42;0,59;;
29/10/20 14:00;18;42,83;8,57;29,69;0,56;;
29/10/20 15:00;18;46,25;8,53;33,18;0,55;;
29/10/20 16:00;18;52,36;7,51;40,84;0,57;;
29/10/20 17:00;18;75,59;11,40;58,11;;;
29/10/20 18:00;18;88,86;17,45;62,12;0,74;;
29/10/20 19:00;18;86,72;20,92;54,66;0,83;;
29/10/20 20:00;18;41,12;4,79;33,81;0,63;;
29/10/20 21:00;18;33,05;3,18;28,19;0,58;;
29/10/20 22:00;18;28,17;2,33;24,60;0,57;;
29/10/20 23:00;18;14,27;0,87;12,93;0,54;;
30/10/20 00:00;18;10,32;0,80;9,10;0,53;;
30/10/20 01:00;24;12,62;0,73;11,51;0,54;;
30/10/20 02:00;24;8,32;0,63;7,35;0,53;;
30/10/20 03:00;24;8,98;0,63;8,02;0,53;;
30/10/20 04:00;24;6,68;0,60;5,76;0,51;;
30/10/20 05:00;24;10,82;0,68;9,78;0,52;;
30/10/20 06:00;24;22,51;1,88;19,64;0,54;;
30/10/20 07:00;24;44,08;4,89;36,59;0,57;;
30/10/20 08:00;24;64,32;12,88;44,59;0,62;;
30/10/20 09:00;24;66,28;15,18;42,99;0,67;;
30/10/20 10:00;24;44,04;8,26;31,38;0,64;;
30/10/20 11:00;24;37,91;7,36;26,63;0,61;;
30/10/20 12:00;24;38,58;7,58;26,97;0,58;;
30/10/20 13:00;24;37,69;7,51;26,18;0,58;;
30/10/20 14:00;24;34,54;6,47;24,63;0,59;;
30/10/20 15:00;24;36,05;5,93;26,96;0,59;;
30/10/20 16:00;24;42,06;6,14;32,64;;;
30/10/20 17:00;24;73,26;11,04;56,32;0,67;;
30/10/20 18:00;24;97,21;15,05;74,14;0,76;;
30/10/20 19:00;24;123,08;32,25;73,64;0,91;;
30/10/20 20:00;24;111,14;35,00;57,48;0,90;;
30/10/20 21:00;24;55,83;12,05;37,36;0,77;;
30/10/20 22:00;24;34,52;5,35;26,31;0,78;;
30/10/20 23:00;24;22,78;1,93;19,82;0,66;;
31/10/20 00:00;24;17,57;1,06;15,94;0,60;;
31/10/20 01:00;25;21,79;2,38;18,14;0,63;;
31/10/20 02:00;25;13,17;1,19;11,34;0,57;;
31/10/20 03:00;25;9,99;0,85;8,68;0,55;;
31/10/20 04:00;25;9,12;0,71;8,03;0,53;;
31/10/20 05:00;25;7,73;0,77;6,55;0,54;;
31/10/20 06:00;25;23,48;5,24;15,44;0,56;;
31/10/20 07:00;25;46,37;10,71;29,94;0,65;;
31/10/20 08:00;25;61,71;18,32;33,63;0,71;;
31/10/20 09:00;25;55,96;12,89;36,20;0,70;;
